date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,fips_char,fips
2020-04-12,687,1309,244,89,135,182,1.0750111645,0.1,392,125677,30392,804742,12821,09001,9001
2020-04-13,699,1309,251,89,138,182,1.0611752483,0.1,419,130797,29403,800143,12300,09001,9001
2020-04-14,707,1309,257,89,140,182,1.0485088074,0.1,445,135711,28412,795719,11810,09001,9001
2020-04-15,711,1309,261,89,141,182,1.0363577482,0.1,472,140430,27428,791468,11342,09001,9001
2020-04-16,712,1309,264,89,142,182,1.0242571577,0.1,500,144963,26456,787385,10892,09001,9001
2020-04-17,710,1309,265,89,141,182,1.0114797776,0.1,527,149316,25502,783466,10458,09001,9001
2020-04-18,705,1309,266,89,141,182,0.9972226653,0.1,555,153494,24566,779707,10039,09001,9001
2020-04-19,699,1309,266,89,140,182,0.9817570086,0.1,582,157505,23652,776102,9633,09001,9001
2020-04-20,690,1309,265,89,138,182,0.9641434191,0.1,609,161355,22759,772644,9241,09001,9001
2020-04-21,680,1309,264,89,136,182,0.9456734349,0.1,636,165046,21888,769332,8862,09001,9001
2020-04-22,669,1309,262,89,134,182,0.9264466823,0.1,663,168586,21041,766159,8495,09001,9001
2020-04-23,656,1309,259,89,132,182,0.9070165275,0.1,689,171978,20216,763121,8142,09001,9001
2020-04-24,643,1309,256,89,129,182,0.8872423602,0.1,715,175228,19416,760212,7800,09001,9001
2020-04-25,629,1309,252,89,126,182,0.8684137002,0.1,740,178341,18639,757429,7470,09001,9001
2020-04-26,614,1309,248,89,123,182,0.8503735966,0.1,765,181322,17887,754767,7151,09001,9001
2020-04-27,599,1309,244,89,120,182,0.8346780529,0.1,789,184178,17159,752218,6844,09001,9001
2020-04-28,583,1309,240,89,117,182,0.8214033182,0.1,813,186909,16454,749784,6547,09001,9001
2020-04-29,567,1309,235,89,114,182,0.8113502225,0.1,836,189522,15773,747456,6262,09001,9001
2020-04-30,551,1309,230,89,111,182,0.8045200007,0.1,859,192023,15115,745229,5988,09001,9001
2020-05-01,535,1309,225,89,107,182,0.8009670728,0.1,881,194403,14481,743112,5725,09001,9001
2020-05-02,519,1309,220,89,104,182,0.8003238001,0.1,903,196695,13867,741074,5471,09001,9001
2020-05-03,503,1309,214,89,101,182,0.8026321442,0.1,924,198880,13275,739132,5228,09001,9001
2020-05-04,487,1309,209,89,98,182,0.8072545572,0.1,944,200964,12705,737281,4995,09001,9001
2020-05-05,472,1309,204,89,94,182,0.8134317983,0.1000456223,964,202951,12156,735516,4772,09001,9001
2020-05-06,456,1309,198,89,91,182,0.8208973402,0.1094375113,983,204850,11628,733832,4559,09001,9001
2020-05-07,441,1309,193,89,88,182,0.8287408254,0.1071732922,1002,206663,11119,732223,4354,09001,9001
2020-05-08,426,1309,187,89,85,182,0.8360413472,0.1108393158,1020,208398,10631,730686,4157,09001,9001
2020-05-09,411,1309,182,89,82,182,0.8427671521,0.1146712459,1037,210054,10164,729220,3967,09001,9001
2020-05-10,397,1309,177,89,79,182,0.8481880831,0.1015593525,1054,211634,9714,727820,3785,09001,9001
2020-05-11,383,1309,172,89,76,182,0.8520513508,0.1062176259,1070,213142,9282,726486,3612,09001,9001
2020-05-12,369,1309,166,89,73,182,0.8538108504,0.1057097021,1086,214581,8867,725212,3446,09001,9001
2020-05-13,355,1309,161,89,70,182,0.8540088675,0.1114260421,1101,215955,8470,723998,3288,09001,9001
2020-05-14,342,1309,156,89,68,182,0.8520670956,0.100439578,1116,217264,8088,722840,3136,09001,9001
2020-05-15,330,1309,151,89,65,182,0.8488984854,0.1129012824,1130,218514,7723,721735,2991,09001,9001
2020-05-16,317,1309,146,89,62,182,0.8436457304,0.1144176221,1144,219705,7372,720682,2853,09001,9001
2020-05-17,305,1309,142,89,60,182,0.8370536679,0.1163205866,1157,220842,7037,719678,2720,09001,9001
2020-05-18,294,1309,137,89,57,182,0.8294948453,0.1127291281,1170,221928,6715,718719,2594,09001,9001
2020-05-19,282,1309,132,89,55,182,0.8214708448,0.1092719549,1182,222961,6408,717806,2473,09001,9001
2020-05-20,271,1309,128,89,53,182,0.8134336511,0.1058185901,1194,223947,6113,716936,2357,09001,9001
2020-05-21,261,1309,124,89,51,182,0.8056034597,0.1138524744,1205,224887,5831,716106,2247,09001,9001
2020-05-22,250,1309,119,89,48,182,0.7978770071,0.1103094064,1216,225782,5562,715316,2142,09001,9001
2020-05-23,241,1309,115,89,46,182,0.7910595999,0.1180509251,1226,226636,5304,714563,2041,09001,9001
2020-05-24,231,1309,111,89,44,182,0.7848101394,0.1140814862,1237,227450,5058,713845,1946,09001,9001
2020-05-25,222,1309,107,89,43,182,0.7795542131,0.1155987414,1246,228225,4823,713161,1854,09001,9001
2020-05-26,213,1309,103,89,41,182,0.7750989621,0.1168848616,1256,228963,4598,712510,1767,09001,9001
2020-05-27,204,1309,100,89,39,182,0.7717152196,0.1236351666,1265,229667,4384,711890,1683,09001,9001
2020-05-28,196,1309,96,89,37,182,0.7686274593,0.1303000289,1273,230338,4179,711299,1604,09001,9001
2020-05-29,188,1309,93,89,36,182,0.7661686146,0.136783339,1282,230976,3984,710736,1528,09001,9001
2020-05-30,180,1309,89,89,34,182,0.7641306624,0.137371645,1289,231585,3797,710200,1455,09001,9001
2020-05-31,171,1309,84,89,32,182,0.7624159539,0.1494136442,1294,232164,3619,709690,1386,09001,9001
2020-06-01,163,1309,80,89,31,182,0.7611755924,0.1497717057,1299,232716,3449,709204,1320,09001,9001
2020-06-02,155,1309,76,89,30,182,0.7599760586,0.155891484,1304,233244,3286,708739,1257,09001,9001
2020-06-03,148,1309,73,89,28,182,0.7583674406,0.156355852,1309,233746,3131,708297,1197,09001,9001
2020-06-04,141,1309,69,89,27,182,0.7563686114,0.162706367,1314,234223,2983,707877,1140,09001,9001
2020-06-05,134,1309,65,89,26,182,0.7540891103,0.1633644022,1318,234678,2841,707477,1086,09001,9001
2020-06-06,128,1309,62,89,25,182,0.7519315448,0.1755342431,1322,235111,2706,707095,1034,09001,9001
2020-06-07,122,1309,59,89,23,182,0.7498721444,0.1761287408,1326,235524,2578,706732,984,09001,9001
2020-06-08,116,1309,56,89,22,182,0.7479442882,0.176685265,1330,235916,2455,706387,937,09001,9001
2020-06-09,110,1309,53,89,21,182,0.746585414,0.1713040355,1333,236289,2339,706059,892,09001,9001
2020-06-10,105,1309,51,89,20,182,0.7457586833,0.1773161948,1336,236644,2228,705747,849,09001,9001
2020-06-11,100,1309,48,89,19,182,0.7453583106,0.1774317724,1340,236982,2122,705449,809,09001,9001
2020-06-12,95,1309,46,89,19,182,0.7464152946,0.1829001501,1343,237304,2020,705166,770,09001,9001
2020-06-13,90,1309,43,89,18,182,0.7487378409,0.1937766941,1346,237611,1924,704897,733,09001,9001
2020-06-14,86,1309,41,89,17,182,0.7526627772,0.204190668,1348,237903,1832,704640,698,09001,9001
2020-06-15,82,1309,39,89,16,182,0.7586665111,0.2024575393,1351,238181,1744,704395,664,09001,9001
2020-06-16,78,1309,37,89,15,182,0.7665117611,0.2001928107,1353,238446,1661,704162,632,09001,9001
2020-06-17,74,1309,35,89,15,182,0.775854231,0.2090428773,1356,238698,1581,703941,602,09001,9001
2020-06-18,70,1309,33,89,14,182,0.7867185738,0.2232271198,1358,238936,1505,703731,573,09001,9001
2020-06-19,67,1309,32,89,13,182,0.7989322674,0.2312483356,1360,239166,1433,703530,545,09001,9001
2020-06-20,63,1309,30,89,13,182,0.8121327035,0.2332112005,1362,239383,1364,703338,519,09001,9001
2020-06-21,60,1309,28,89,12,182,0.8257316334,0.2466060357,1364,239590,1298,703157,494,09001,9001
2020-06-22,57,1309,27,89,11,182,0.8404042731,0.2481439121,1366,239786,1236,702984,470,09001,9001
2020-06-23,54,1309,26,89,11,182,0.8546971717,0.2440179078,1368,239973,1177,702820,447,09001,9001
2020-06-24,52,1309,24,89,10,182,0.8688480983,0.2572533952,1370,240151,1120,702663,426,09001,9001
2020-06-25,49,1309,23,89,10,182,0.8820471127,0.2649901733,1371,240321,1067,702511,408,09001,9001
2020-06-26,47,1309,22,89,9,182,0.8942484746,0.2672414462,1373,240486,1018,702358,396,09001,9001
2020-06-27,44,1309,21,89,9,182,0.9051407186,0.2871911369,1374,240646,975,702205,389,09001,9001
2020-06-28,42,1309,20,89,8,182,0.914623451,0.2844537079,1376,240804,937,702052,384,09001,9001
2020-06-29,40,1309,19,89,8,182,0.923420916,0.2819140985,1377,240960,905,701898,382,09001,9001
2020-06-30,38,1309,18,89,8,182,0.9307381834,0.2798017854,1378,241116,878,701743,381,09001,9001
2020-07-01,37,1309,17,89,7,182,0.9367990874,0.2838256558,1379,241272,857,701586,382,09001,9001
2020-07-02,35,1309,16,89,7,182,0.9422524613,0.2822514023,1380,241428,840,701427,385,09001,9001
2020-07-03,33,1309,15,89,7,182,0.9474936458,0.2691913973,1382,241586,828,701265,389,09001,9001
2020-07-04,32,1309,14,89,6,182,0.9517095148,0.2795213861,1383,241746,819,701100,395,09001,9001
2020-07-05,31,1309,14,89,6,182,0.9559919312,0.278285159,1384,241909,815,700930,402,09001,9001
2020-07-06,30,1309,13,89,6,182,0.9608220563,0.2826643247,1385,242075,814,700755,411,09001,9001
2020-07-07,29,1309,13,89,6,182,0.9656259008,0.2812775742,1386,242244,817,700574,422,09001,9001
2020-07-08,28,1309,12,89,6,182,0.9710532715,0.2912578326,1386,242419,824,700387,434,09001,9001
2020-07-09,27,1309,12,89,5,182,0.9775577005,0.283606663,1387,242599,834,700195,446,09001,9001
2020-07-10,27,1309,11,89,5,182,0.9842900771,0.2816631933,1388,242783,847,700000,457,09001,9001
2020-07-11,26,1309,11,89,5,182,0.9910386111,0.2970355674,1389,242972,861,699803,466,09001,9001
2020-07-12,26,1309,11,89,5,182,0.9985341323,0.2948717969,1390,243164,876,699602,475,09001,9001
2020-07-13,25,1309,10,89,5,182,1.0061730557,0.304213635,1391,243359,891,699398,483,09001,9001
2020-07-14,25,1309,10,89,5,182,1.0133399932,0.3079182211,1391,243558,906,699190,492,09001,9001
2020-07-15,25,1309,10,89,5,182,1.020030859,0.3117602371,1392,243761,922,698979,500,09001,9001
2020-07-16,25,1309,10,89,5,182,1.0269278228,0.2866752444,1393,243967,938,698764,509,09001,9001
2020-07-17,25,1309,10,89,5,182,1.0326446775,0.2907984333,1394,244176,954,698546,518,09001,9001
2020-07-18,25,1309,10,89,5,182,1.0370234294,0.2953078992,1394,244389,970,698324,526,09001,9001
2020-07-19,25,1309,9,89,5,182,1.0400564752,0.2944323343,1395,244606,987,698099,535,09001,9001
2020-07-20,25,1309,9,89,5,182,1.0412920196,0.2940756633,1396,244826,1004,697869,544,09001,9001
2020-07-21,25,1309,9,89,5,182,1.0421530668,0.3053741058,1397,245050,1021,697636,554,09001,9001
2020-07-22,25,1309,9,89,5,182,1.0421823799,0.2995921412,1398,245278,1038,697399,563,09001,9001
2020-07-23,25,1309,9,89,5,182,1.0414108813,0.2824943456,1398,245510,1056,697158,572,09001,9001
2020-07-24,25,1309,9,89,5,182,1.039205474,0.3013581642,1399,245745,1074,696913,582,09001,9001
2020-07-25,25,1309,9,89,5,182,1.0364078967,0.3024231635,1400,245985,1092,696664,591,09001,9001
2020-07-26,26,1309,9,89,5,182,1.0329580837,0.311215562,1401,246228,1110,696411,601,09001,9001
2020-07-27,26,1309,9,89,5,182,1.0288210633,0.3150194935,1401,246475,1129,696154,611,09001,9001
2020-07-28,26,1309,9,89,5,182,1.0241267338,0.3336436407,1402,246727,1147,695893,621,09001,9001
2020-07-29,27,1309,9,89,5,182,1.0200534458,0.3467053889,1403,246982,1166,695627,631,09001,9001
2020-07-30,27,1309,9,89,5,182,1.0157845708,0.3462333581,1404,247242,1186,695358,641,09001,9001
2020-07-31,27,1309,9,89,5,182,1.0111690369,0.360772536,1405,247505,1205,695083,651,09001,9001
2020-08-01,28,1309,10,89,5,182,1.0064999379,0.3598824546,1406,247773,1225,694805,662,09001,9001
2020-08-02,28,1309,10,89,6,182,,,1406,248046,1245,694522,673,09001,9001
2020-08-03,28,1309,10,89,6,182,,,1407,248322,1265,694233,684,09001,9001
2020-08-04,29,1309,10,89,6,182,,,1408,248604,1286,693938,698,09001,9001
2020-08-05,29,1309,10,89,6,182,,,1409,248892,1309,693636,712,09001,9001
2020-08-06,29,1309,10,89,6,182,,,1410,249186,1333,693326,729,09001,9001
2020-08-07,30,1309,10,89,6,182,,,1411,249487,1359,693008,746,09001,9001
2020-08-08,30,1309,10,89,6,182,,,1412,249795,1386,692681,764,09001,9001
2020-08-09,31,1309,10,89,6,182,,,1413,250110,1416,692346,784,09001,9001
2020-08-10,31,1309,10,89,6,182,,,1413,250435,1447,692001,805,09001,9001
2020-08-11,32,1309,11,89,6,182,,,1414,250768,1481,691645,827,09001,9001
2020-08-12,32,1309,11,89,7,182,,,1415,251110,1517,691279,851,09001,9001
2020-08-13,33,1309,11,89,7,182,,,1416,251463,1556,690901,876,09001,9001
2020-08-14,34,1309,11,89,7,182,,,1417,251826,1596,690511,903,09001,9001
2020-08-15,34,1309,11,89,7,182,,,1418,252200,1640,690108,932,09001,9001
2020-08-16,35,1309,12,89,7,182,,,1420,252586,1686,689692,962,09001,9001
2020-08-17,36,1309,12,89,7,182,,,1421,252985,1735,689263,993,09001,9001
2020-08-18,37,1309,12,89,8,182,,,1422,253396,1787,688821,1023,09001,9001
2020-08-19,38,1309,12,89,8,182,,,1423,253820,1840,688366,1054,09001,9001
2020-08-20,39,1309,13,89,8,182,,,1424,254256,1895,687898,1086,09001,9001
2020-08-21,40,1309,13,89,8,182,,,1425,254706,1951,687417,1118,09001,9001
2020-08-22,41,1309,13,89,8,182,,,1426,255168,2009,686921,1151,09001,9001
2020-08-23,42,1309,14,89,9,182,,,1428,255645,2069,686411,1184,09001,9001
2020-08-24,43,1309,14,89,9,182,,,1429,256135,2130,685887,1219,09001,9001
2020-08-25,44,1309,14,89,9,182,,,1430,256639,2193,685347,1254,09001,9001
2020-08-26,45,1309,15,89,9,182,,,1432,257158,2257,684792,1290,09001,9001
2020-08-27,47,1309,15,89,10,182,,,1433,257692,2323,684221,1327,09001,9001
2020-08-28,48,1309,16,89,10,182,,,1434,258241,2390,683635,1365,09001,9001
2020-08-29,49,1309,16,89,10,182,,,1436,258805,2459,683031,1404,09001,9001
2020-08-30,51,1309,17,89,11,182,,,1437,259386,2530,682411,1443,09001,9001
2020-08-31,52,1309,17,89,11,182,,,1439,259983,2603,681774,1484,09001,9001
2020-09-01,54,1309,18,89,11,182,,,1440,260597,2677,681118,1525,09001,9001
2020-09-02,55,1309,18,89,11,182,,,1442,261227,2753,680445,1567,09001,9001
2020-09-03,57,1309,19,89,12,182,,,1444,261876,2831,679754,1610,09001,9001
2020-09-04,59,1309,19,89,12,182,,,1445,262544,2910,679042,1655,09001,9001
2020-09-05,60,1309,20,89,13,182,,,1447,263231,2991,678309,1700,09001,9001
2020-09-06,62,1309,20,89,13,182,,,1449,263938,3074,677556,1746,09001,9001
2020-09-07,64,1309,21,89,13,182,,,1451,264663,3159,676784,1792,09001,9001
2020-09-08,65,1309,21,89,14,182,,,1453,265407,3246,675993,1840,09001,9001
2020-09-09,67,1309,22,89,14,182,,,1455,266170,3334,675182,1889,09001,9001
2020-09-10,69,1309,23,89,14,182,,,1457,266951,3424,674350,1938,09001,9001
2020-09-11,71,1309,23,89,15,182,,,1459,267758,3516,673493,1989,09001,9001
2020-09-12,73,1309,24,89,15,182,,,1461,268586,3610,672614,2040,09001,9001
2020-09-13,75,1309,25,89,16,182,,,1463,269434,3705,671714,2092,09001,9001
2020-09-14,77,1309,25,89,16,182,,,1466,270303,3802,670792,2145,09001,9001
2020-09-15,79,1309,26,89,17,182,,,1468,271192,3901,669849,2199,09001,9001
2020-09-16,81,1309,27,89,17,182,,,1471,272102,4002,668884,2254,09001,9001
2020-09-17,83,1309,27,89,18,182,,,1473,273037,4105,667894,2310,09001,9001
2020-09-18,86,1309,28,89,18,182,,,1476,273996,4208,666878,2366,09001,9001
2020-09-19,88,1309,29,89,19,182,,,1478,274979,4314,665839,2423,09001,9001
2020-09-20,90,1309,30,89,19,182,,,1481,275984,4421,664776,2481,09001,9001
2020-09-21,93,1309,30,89,20,182,,,1484,277011,4530,663690,2539,09001,9001
2020-09-22,95,1309,31,89,20,182,,,1486,278061,4641,662581,2598,09001,9001
2020-09-23,97,1309,32,89,21,182,,,1489,279134,4753,661447,2658,09001,9001
2020-09-24,100,1309,33,89,21,182,,,1492,280236,4866,660286,2718,09001,9001
2020-09-25,102,1309,34,89,22,182,,,1495,281362,4980,659099,2779,09001,9001
2020-09-26,105,1309,34,89,22,182,,,1498,282513,5096,657887,2841,09001,9001
2020-09-27,107,1309,35,89,23,182,,,1502,283687,5214,656650,2903,09001,9001
2020-09-28,110,1309,36,89,23,182,,,1505,284886,5332,655389,2965,09001,9001
2020-09-29,113,1309,37,89,24,182,,,1508,286110,5453,654102,3028,09001,9001
2020-09-30,115,1309,38,89,24,182,,,1512,287359,5574,652789,3092,09001,9001
2020-10-01,118,1309,39,89,25,182,,,1515,288635,5695,651450,3155,09001,9001
2020-10-02,121,1309,40,89,26,182,,,1519,289936,5818,650085,3219,09001,9001
2020-10-03,124,1309,41,89,26,182,,,1522,291263,5942,648695,3283,09001,9001
2020-10-04,126,1309,42,89,27,182,,,1526,292614,6067,647279,3347,09001,9001
2020-10-05,129,1309,43,89,27,182,,,1530,293993,6192,645836,3411,09001,9001
2020-10-06,132,1309,44,89,28,182,,,1534,295397,6317,644368,3476,09001,9001
2020-10-07,135,1309,44,89,29,182,,,1538,296827,6443,642874,3540,09001,9001
2020-10-08,138,1309,45,89,29,182,,,1542,298283,6569,641353,3604,09001,9001
2020-10-09,141,1309,46,89,30,182,,,1546,299765,6696,639807,3668,09001,9001
2020-10-10,144,1309,47,89,31,182,,,1550,301273,6824,638236,3732,09001,9001
2020-10-11,147,1309,48,89,31,182,,,1555,302805,6949,636641,3794,09001,9001
2020-10-12,150,1309,49,89,32,182,,,1559,304363,7075,635020,3857,09001,9001
2020-10-13,153,1309,50,89,33,182,,,1564,305947,7201,633374,3919,09001,9001
2020-10-14,156,1309,51,89,33,182,,,1568,307556,7327,631703,3981,09001,9001
2020-10-15,159,1309,52,89,34,182,,,1573,309190,7453,630008,4042,09001,9001
2020-10-16,162,1309,53,89,35,182,,,1578,310848,7577,628290,4103,09001,9001
2020-10-17,165,1309,54,89,35,182,,,1583,312530,7701,626548,4162,09001,9001
2020-10-18,168,1309,55,89,36,182,,,1588,314237,7825,624782,4221,09001,9001
2020-10-19,171,1309,56,89,37,182,,,1593,315968,7947,622993,4279,09001,9001
2020-10-20,174,1309,57,89,37,182,,,1598,317723,8067,621181,4336,09001,9001
2020-10-21,177,1309,58,89,38,182,,,1603,319500,8187,619348,4392,09001,9001
2020-10-22,180,1309,59,89,39,182,,,1608,321299,8304,617495,4446,09001,9001
2020-10-23,183,1309,60,89,39,182,,,1614,323121,8420,615620,4500,09001,9001
2020-10-24,186,1309,61,89,40,182,,,1619,324964,8534,613725,4551,09001,9001
2020-10-25,189,1309,62,89,41,182,,,1625,326829,8646,611809,4602,09001,9001
2020-10-26,191,1309,63,89,41,182,,,1631,328715,8755,609875,4650,09001,9001
2020-10-27,194,1309,64,89,42,182,,,1636,330618,8862,607924,4698,09001,9001
2020-10-28,197,1309,65,89,42,182,,,1642,332541,8966,605957,4743,09001,9001
2020-10-29,200,1309,66,89,43,182,,,1648,334481,9067,603973,4786,09001,9001
2020-10-30,203,1309,67,89,44,182,,,1654,336440,9165,601973,4828,09001,9001
2020-10-31,205,1309,68,89,44,182,,,1660,338415,9260,599957,4867,09001,9001
2020-03-11,0,285,0,11,0,20,,,0,0,99,180113,119,09005,9005
2020-03-12,0,285,0,11,0,20,,,0,49,126,180058,125,09005,9005
2020-03-13,0,285,0,11,0,20,1.7852213848,1.0723642167,0,103,151,179990,139,09005,9005
2020-03-14,0,285,0,11,0,20,1.7954837071,0.9366111775,0,164,178,179909,159,09005,9005
2020-03-15,0,285,0,11,0,20,1.8033367764,0.9112501809,0,234,209,179813,184,09005,9005
2020-03-16,0,285,0,11,0,20,1.8090583207,0.898051508,0,315,244,179702,214,09005,9005
2020-03-17,0,285,0,11,0,20,1.8118830833,0.8741420585,0,410,285,179572,249,09005,9005
2020-03-18,0,285,0,11,0,20,1.8116580834,0.8337924915,0,520,332,179421,291,09005,9005
2020-03-19,0,285,0,11,0,20,1.807435206,0.8061440177,0,648,387,179245,338,09005,9005
2020-03-20,0,285,0,11,0,20,1.7990732561,0.7796903914,0,798,450,179040,394,09005,9005
2020-03-21,0,285,0,11,0,20,1.7864159518,0.7487032242,0,971,525,178802,458,09005,9005
2020-03-22,1,285,0,11,0,20,1.7687556459,0.6787457804,0,1174,611,178525,533,09005,9005
2020-03-23,2,285,0,11,0,20,1.7467789198,0.6273548878,0,1410,712,178201,621,09005,9005
2020-03-24,4,285,1,11,0,20,1.72029107,0.5830397472,0,1682,827,177829,721,09005,9005
2020-03-25,5,285,1,11,0,20,1.6899184735,0.5571665445,0,2000,962,177394,838,09005,9005
2020-03-26,7,285,2,11,0,20,1.6575646688,0.5087712565,0,2369,1119,176890,973,09005,9005
2020-03-27,9,285,3,11,1,20,1.6216531956,0.4729499842,0,2798,1300,176306,1128,09005,9005
2020-03-28,12,285,3,11,1,20,1.5830563356,0.4552244246,0,3294,1510,175631,1307,09005,9005
2020-03-29,15,285,4,11,2,20,1.5432613903,0.4262977169,0,3867,1750,174865,1501,09005,9005
2020-03-30,18,285,5,11,2,20,1.5034413149,0.4089252691,0,4517,2016,174025,1690,09005,9005
2020-03-31,22,285,7,11,3,20,1.4644569867,0.3855380591,0,5244,2302,173114,1874,09005,9005
2020-04-01,26,285,8,11,4,20,1.4272281921,0.3674175729,0,6044,2601,172140,2048,09005,9005
2020-04-02,30,285,9,11,5,20,1.3915345617,0.3661744312,0,6913,2907,171111,2209,09005,9005
2020-04-03,36,285,11,11,6,20,1.3580471499,0.3412003981,0,7843,3212,170041,2349,09005,9005
2020-04-04,41,285,13,11,7,20,1.3275477391,0.3384578142,0,8825,3507,168945,2462,09005,9005
2020-04-05,47,285,15,11,8,20,1.2993729705,0.3234971585,0,9846,3784,167843,2543,09005,9005
2020-04-06,53,285,17,11,9,20,1.2736712764,0.3193695932,0,10894,4032,166752,2587,09005,9005
2020-04-07,59,285,20,11,10,20,1.2492872054,0.3148616628,0,11949,4243,165693,2590,09005,9005
2020-04-08,64,285,22,11,12,20,1.2272200678,0.3039113886,0,12998,4407,164683,2551,09005,9005
2020-04-09,70,285,24,11,13,20,1.2068660512,0.292466579,0,14021,4520,163741,2469,09005,9005
2020-04-10,75,285,26,11,14,20,1.1878535414,0.2806345098,0,15003,4573,162881,2347,09005,9005
2020-04-11,80,285,28,11,15,20,1.1698453371,0.2800595279,0,15929,4565,162114,2189,09005,9005
2020-04-12,84,285,29,11,15,20,1.1526338018,0.2619340594,0,16788,4498,161416,2027,09005,9005
2020-04-13,87,285,31,11,16,20,1.1363032386,0.2666482869,0,17589,4391,160736,1906,09005,9005
2020-04-14,90,285,32,11,17,20,1.1204108252,0.2654625288,0,18346,4263,160076,1810,09005,9005
2020-04-15,92,285,33,11,17,20,1.1048845729,0.2641710691,0,19067,4127,159439,1726,09005,9005
2020-04-16,93,285,34,11,17,20,1.090047254,0.2569072287,1,19756,3987,158825,1651,09005,9005
2020-04-17,94,285,34,11,17,20,1.0751257733,0.2612146892,4,20415,3846,158234,1583,09005,9005
2020-04-18,94,285,35,11,18,20,1.0602490246,0.2597357339,8,21047,3707,157666,1518,09005,9005
2020-04-19,94,285,35,11,18,20,1.0451609847,0.2583177732,12,21654,3570,157121,1457,09005,9005
2020-04-20,93,285,35,11,17,20,1.0291580245,0.2571639272,16,22236,3437,156597,1399,09005,9005
2020-04-21,92,285,35,11,17,20,1.0124691213,0.2619815986,20,22796,3307,156094,1343,09005,9005
2020-04-22,91,285,35,11,17,20,0.9948528111,0.2728404919,23,23332,3181,155611,1288,09005,9005
2020-04-23,89,285,35,11,17,20,0.976620965,0.2665565672,27,23847,3058,155149,1236,09005,9005
2020-04-24,88,285,35,11,17,20,0.9573384847,0.2605759344,31,24341,2940,154705,1186,09005,9005
2020-04-25,86,285,34,11,16,20,0.9375358289,0.260518966,35,24815,2824,154279,1137,09005,9005
2020-04-26,84,285,34,11,16,20,0.9173213611,0.2548073749,38,25270,2713,153871,1091,09005,9005
2020-04-27,82,285,33,11,15,20,0.8969454295,0.254915897,42,25706,2605,153480,1046,09005,9005
2020-04-28,80,285,33,11,15,20,0.8766115857,0.2607857721,45,26123,2501,153106,1002,09005,9005
2020-04-29,78,285,32,11,15,20,0.8568700484,0.266484663,49,26524,2400,152747,961,09005,9005
2020-04-30,76,285,31,11,14,20,0.8382878831,0.2603018667,52,26908,2303,152404,921,09005,9005
2020-05-01,74,285,31,11,14,20,0.8213578764,0.2651891387,55,27275,2209,152075,882,09005,9005
2020-05-02,72,285,30,11,13,20,0.8065496042,0.2579169132,58,27628,2119,151760,845,09005,9005
2020-05-03,69,285,29,11,13,20,0.7940979733,0.2672848922,61,27965,2032,151458,809,09005,9005
2020-05-04,67,285,29,11,12,20,0.7841538146,0.2701555235,65,28288,1948,151170,774,09005,9005
2020-05-05,65,285,28,11,12,20,0.7765669856,0.2838926578,67,28597,1868,150894,741,09005,9005
2020-05-06,63,285,27,11,12,20,0.7717509866,0.2910564197,70,28893,1790,150629,709,09005,9005
2020-05-07,61,285,26,11,11,20,0.7695041321,0.3032520361,73,29177,1715,150377,679,09005,9005
2020-05-08,58,285,26,11,11,20,0.7695218577,0.3205674272,76,29448,1643,150135,649,09005,9005
2020-05-09,56,285,25,11,10,20,0.7713569806,0.3258111756,78,29707,1574,149903,621,09005,9005
2020-05-10,54,285,24,11,10,20,0.7745497646,0.3306630009,81,29956,1507,149682,594,09005,9005
2020-05-11,52,285,23,11,9,20,0.7786559369,0.3352511537,83,30193,1443,149470,569,09005,9005
2020-05-12,50,285,23,11,9,20,0.7828510229,0.3513606448,86,30420,1381,149268,544,09005,9005
2020-05-13,48,285,22,11,9,20,0.786888669,0.3617420821,88,30637,1322,149074,520,09005,9005
2020-05-14,46,285,21,11,8,20,0.790121962,0.3665822135,90,30845,1265,148889,498,09005,9005
2020-05-15,45,285,21,11,8,20,0.7924131668,0.3774678051,92,31044,1211,148712,476,09005,9005
2020-05-16,43,285,20,11,7,20,0.7932759309,0.3772187465,94,31234,1158,148543,455,09005,9005
2020-05-17,41,285,19,11,7,20,0.7925071922,0.383214165,96,31416,1108,148381,435,09005,9005
2020-05-18,39,285,19,11,7,20,0.7897385127,0.3840134139,98,31589,1060,148227,416,09005,9005
2020-05-19,38,285,18,11,6,20,0.7852293583,0.3853150946,100,31755,1014,148079,397,09005,9005
2020-05-20,36,285,17,11,6,20,0.7791294443,0.3928494908,102,31914,970,147938,380,09005,9005
2020-05-21,35,285,17,11,6,20,0.7710717981,0.3951755329,104,32065,928,147804,363,09005,9005
2020-05-22,33,285,16,11,5,20,0.7615870306,0.4094605549,105,32210,887,147675,347,09005,9005
2020-05-23,32,285,15,11,5,20,0.7511599321,0.4124705989,107,32349,848,147552,331,09005,9005
2020-05-24,30,285,15,11,5,20,0.7400313888,0.4156831327,109,32481,811,147434,317,09005,9005
2020-05-25,29,285,14,11,4,20,0.7285023117,0.4247847932,110,32608,775,147322,303,09005,9005
2020-05-26,28,285,14,11,4,20,0.7166038191,0.4339930949,112,32729,741,147214,289,09005,9005
